,ID,datetime,Day,Time,siteid,offerid,category,merchant,countrycode,browserid,devid,click
10060409,IDybTyvo8,19-01-2017 17:49,19,17,7467355,77961,68947,30860214,1,3,1,0
3633064,IDMTdR6uf,16-01-2017 06:38,16,6,1531644,218631,34670,83909736,2,3,1,0
2621414,ID0Uh18ZP,16-01-2017 16:45,16,16,6308343,359012,41640,2835657,1,3,2,0
2523629,IDWpofNrb,16-01-2017 17:24,16,17,1348440,713576,41706,4000296,3,4,2,0
5849984,IDiom5020,19-01-2017 11:48,19,11,5699498,787512,26962,77896159,2,2,4,0
10236598,IDKi4h9uW,17-01-2017 02:58,17,2,1295673,894107,5602,60774669,2,2,3,0
8426569,IDJUZ0sF4,18-01-2017 16:35,18,16,,269988,15191,58604466,2,3,2,0
193679,IDJdoU654,16-01-2017 16:19,16,16,8393122,222102,10345,64511164,2,2,4,0
10415016,IDOG5lNlO,19-01-2017 16:33,19,16,,740935,21407,47079934,1,3,2,0
5878843,IDFrvStp8,18-01-2017 15:23,18,15,3278036,909253,1678,54484162,2,3,2,0
580511,IDXT8LFCM,17-01-2017 11:20,17,11,4573332,505666,73362,67274540,1,2,4,0
3323797,ID8tJ8ceo,14-01-2017 09:53,14,9,8542194,87280,97103,82365062,2,2,4,0
12124094,IDNas8qbl,14-01-2017 07:27,14,7,6337716,981289,84974,78683718,2,3,1,0
10508139,IDiyPZb01,15-01-2017 09:13,15,9,6248749,158845,29183,49777864,3,2,4,0
8954475,IDIOwxnw9,13-01-2017 11:02,13,11,2092890,831082,99178,7122654,4,1,1,1
3496742,IDzrsLgJr,19-01-2017 14:15,19,14,7175535,839790,83091,26391770,2,1,1,0
6079010,IDHsm6jhM,17-01-2017 13:39,17,13,4653913,90638,68947,35888759,1,3,2,0
3748929,IDjOWdDpx,15-01-2017 17:34,15,17,2774500,561312,83091,29916445,5,4,3,0
3428352,IDu9tNN17,18-01-2017 09:59,18,9,4799870,386051,82877,38492160,2,3,2,0
2685749,IDQRbCmOf,12-01-2017 12:41,12,12,1266456,459395,93188,91553313,5,3,1,0
2618426,IDm2bHAdN,19-01-2017 08:47,19,8,8635209,227408,26966,49554217,1,2,3,0
2016613,IDxy5uODn,12-01-2017 13:23,12,13,7494868,640528,10345,33247409,1,3,1,0
837693,IDklpcz3f,16-01-2017 16:43,16,16,3454896,316860,35046,54630329,1,3,1,0
3512620,IDYTOZeLn,20-01-2017 07:38,20,7,8088698,951792,80800,27723861,2,2,4,0
8215536,IDwjcwZLg,18-01-2017 07:57,18,7,4763103,559788,25491,15961717,2,4,4,0
10506474,ID7yMg3fV,18-01-2017 19:04,18,19,5511840,820833,904,58604466,1,3,1,0
8387470,IDHOJqmjd,17-01-2017 14:12,17,14,1593843,727367,68947,30860214,2,3,1,0
10923926,IDy8kzMRd,14-01-2017 15:59,14,15,4824165,415384,37718,20301556,6,3,1,0
1615102,IDqbJ81Aa,14-01-2017 07:22,14,7,,340505,15912,44110614,1,2,4,0
9994453,IDXq5GF9e,11-01-2017 13:28,11,13,811243,282710,6906,99510044,2,2,4,0
9396457,IDlyCYLzG,12-01-2017 11:23,12,11,,889459,6906,99510044,4,2,4,0
11616372,IDIX6Hxll,20-01-2017 09:38,20,9,5817885,53912,97103,79906734,2,7,1,0
8991979,IDmyBpbW7,14-01-2017 08:37,14,8,9092465,537605,80554,29916445,2,3,1,0
10067030,IDkh2SqaZ,15-01-2017 10:40,15,10,917489,802274,30580,67147700,6,7,1,0
770886,IDYk3kcH0,17-01-2017 13:40,17,13,3236038,946532,93286,18243870,2,2,4,0
10299550,IDPN46Wf4,10-01-2017 12:44,10,12,7317291,139697,6906,98830533,2,2,4,0
1598600,IDm7mP4WN,18-01-2017 08:26,18,8,9501960,555494,17714,26391770,1,3,1,0
3164312,IDeg81QlN,14-01-2017 12:43,14,12,8837711,311083,11837,15961717,5,3,1,0
8599522,IDdUBl58J,17-01-2017 12:36,17,12,3273250,802274,30580,67147700,1,3,3,0
1586901,IDTTvlQFY,20-01-2017 16:04,20,16,9764449,435493,80554,61940782,3,2,4,0
10796145,IDD0XqUQF,12-01-2017 08:09,12,8,1512420,112259,6906,99510044,2,3,1,0
3884394,IDrIT7ltV,11-01-2017 19:42,11,19,3044573,977871,34670,1569330,2,1,1,0
1225708,IDfTVx2R3,20-01-2017 13:19,20,13,9080966,699859,42227,43526789,2,1,1,0
11867439,ID5rxYG8Z,17-01-2017 14:22,17,14,9430130,275883,98552,95302954,4,4,2,1
8410256,IDMnUewfD,20-01-2017 16:37,20,16,1337569,889162,42227,49384126,1,3,1,0
7006122,IDpFR9l1w,14-01-2017 15:39,14,15,849293,816580,6906,99510044,3,2,4,0
11799353,IDJ1fwnqk,13-01-2017 15:02,13,15,9887285,207375,96184,93157824,6,3,2,0
645448,IDxJWFfZw,16-01-2017 14:40,16,14,6546040,27592,29711,26391770,3,1,2,0
10279512,IDKNioD8b,19-01-2017 16:04,19,16,1402501,929706,15124,99558603,2,3,2,0
5944716,ID3nMofO2,18-01-2017 09:13,18,9,8613485,189,8414,22435216,2,7,4,0
335146,IDIBHCyYZ,12-01-2017 09:54,12,9,3273250,610806,15912,7864011,2,3,1,0
10467801,IDQGzMnII,14-01-2017 16:11,14,16,4441413,526892,33638,555603,4,3,2,0
7104425,IDmX5NyZC,14-01-2017 11:16,14,11,8003557,165848,73248,61940782,6,3,2,0
10533814,IDDhXn6yW,10-01-2017 17:29,10,17,265125,883466,40339,43452411,6,3,2,1
11544121,IDCDRhNwU,15-01-2017 18:15,15,18,5425593,296138,35046,31388981,1,4,1,0
8242759,ID3X1A8et,15-01-2017 15:36,15,15,,948314,21380,41631117,2,2,4,0
7047684,IDTJLR6zz,11-01-2017 08:54,11,8,140844,598017,1678,91553313,2,3,1,0
2142141,IDO3FkmU0,11-01-2017 19:38,11,19,7100793,94169,21407,9434818,6,3,1,0
4251031,ID96lvv1V,17-01-2017 17:58,17,17,1882600,962737,14345,67290861,6,3,1,0
5972058,IDTSFK6yN,17-01-2017 14:50,17,14,3844166,799878,12052,39507200,6,2,4,0
12094401,ID9ez6rpt,11-01-2017 09:57,11,9,5728155,928429,6906,98830533,5,1,1,0
5598790,IDVfspfcp,18-01-2017 15:16,18,15,9509369,812430,6906,99510044,1,3,1,0
1590211,IDlED6Ux7,13-01-2017 13:38,13,13,5678927,507485,70409,49384126,1,1,1,0
2223421,IDAvFnktz,17-01-2017 10:49,17,10,5254049,596137,40339,54526992,1,3,3,0
9113637,IDvYKfmw1,11-01-2017 19:03,11,19,545752,662243,70409,43770446,2,2,4,0
3257554,IDtVUQ19F,12-01-2017 18:17,12,18,8827017,7029,62809,29916445,3,3,1,0
6684006,IDqtxEBGO,12-01-2017 16:51,12,16,9983550,855168,48498,54526992,1,3,1,0
5986250,IDCMjSmAS,10-01-2017 14:27,10,14,8781332,942390,68847,79474990,5,1,1,0
1033315,ID6XFQsO9,17-01-2017 08:50,17,8,5134590,661590,40339,37135965,5,3,2,0
8501426,IDRV9gNZ3,20-01-2017 17:43,20,17,9766610,605545,74711,54526992,2,3,2,0
1609702,IDKLDQBzr,20-01-2017 11:30,20,11,1180327,363837,35046,54630329,2,2,4,0
1778100,ID31HVoxt,12-01-2017 07:58,12,7,4603794,369533,53956,67860104,5,6,3,0
6024414,IDT98lB0B,11-01-2017 14:11,11,14,7238768,959110,6906,99510044,5,3,3,0
4817368,IDJ8ArIbD,15-01-2017 03:05,15,3,8325929,776761,5602,60774669,1,1,3,0
4360722,IDc2Wt5l7,17-01-2017 12:39,17,12,6667845,144141,48498,77046603,5,2,4,0
10486694,ID2tt8DKo,14-01-2017 13:32,14,13,931453,706740,62416,54526992,2,3,1,0
4053921,IDbBhfhJq,17-01-2017 12:19,17,12,,751956,42227,13742268,2,3,3,0
696590,IDoHH9mBp,15-01-2017 13:50,15,13,1185640,806166,50584,61682792,6,4,1,0
11085445,ID8OCANrJ,11-01-2017 21:50,11,21,9444634,258039,14345,555603,3,1,3,1
7157002,IDh7wR6I5,13-01-2017 11:49,13,11,8718099,309263,33638,555603,1,1,2,0
3450011,ID0FREoGK,15-01-2017 12:16,15,12,8946231,841461,53956,90093962,1,2,4,0
11194665,IDTsJo6cr,10-01-2017 18:24,10,18,,279704,17714,74363610,6,2,4,0
2125664,IDgxWhLQ0,20-01-2017 16:07,20,16,64116,483654,55541,91553313,3,2,4,0
11478945,IDS5qtG53,11-01-2017 17:10,11,17,4922096,883466,40339,43452411,2,3,2,0
6782714,IDEi13GrK,13-01-2017 12:43,13,12,9492858,49808,12211,84522677,1,3,2,0
11191132,IDAUsgX7o,11-01-2017 14:33,11,14,5783679,244459,25491,79474990,5,3,1,0
2607815,IDcz4Eqzu,20-01-2017 09:30,20,9,7264122,699285,68847,37017006,3,1,1,0
10179212,IDFjOmAdQ,12-01-2017 17:10,12,17,2215924,851365,904,26391770,2,3,2,0
4162835,IDlImuGZy,17-01-2017 12:45,17,12,,877047,81229,35819606,2,1,2,0
7928315,IDNJVQenh,14-01-2017 16:11,14,16,2022208,655910,74263,20301556,1,1,3,0
3708199,IDC8tAz6S,14-01-2017 13:20,14,13,8672716,927179,42227,30860214,1,1,2,0
10516543,IDf7JI7ho,19-01-2017 03:46,19,3,5840424,919042,43612,74868704,2,3,2,0
3903227,IDsL2U87L,12-01-2017 17:37,12,17,,783604,34670,69514806,2,3,2,0
542602,IDIx7Zwuk,11-01-2017 14:17,11,14,423680,154663,74017,2050923,1,3,1,0
12009169,IDt96kJ0s,14-01-2017 14:40,14,14,8512815,439684,99178,87807327,1,3,3,0
9497051,IDqUkm4SJ,12-01-2017 13:48,12,13,6879644,489382,45620,31388981,2,2,4,0
9024850,IDsTgYqWF,20-01-2017 15:56,20,15,5483199,405216,28270,47079934,1,3,2,0
5840084,IDFedoVwn,13-01-2017 12:00,13,12,7120447,251955,25491,79474990,2,4,4,0
9530528,IDH8QcZLG,12-01-2017 17:09,12,17,,977169,48498,55358028,2,3,1,0
2612837,IDxkgAfIa,20-01-2017 16:09,20,16,5815432,778220,1678,58604466,5,3,1,0
6101246,IDB66E9rz,17-01-2017 04:18,17,4,2470760,281395,43897,7122654,2,2,3,0
7877102,IDHtSKDxj,17-01-2017 17:00,17,17,763280,109612,40339,43452411,2,2,4,0
7768106,IDdW98WvR,14-01-2017 10:10,14,10,1317027,356095,42227,96277272,2,4,2,0
2164625,IDSSrYmWC,11-01-2017 03:50,11,3,6443007,208099,904,74363610,6,3,3,0
2775961,IDtdbPXmO,14-01-2017 16:24,14,16,6650509,900312,14345,555603,2,3,2,0
5494664,IDJ7DcXxz,12-01-2017 10:25,12,10,7435998,992902,82877,67290861,3,3,1,0
1919119,IDCeHBkOa,18-01-2017 16:46,18,16,487657,646323,47327,65017662,4,3,1,0
8395039,IDEYKI3Y2,20-01-2017 09:56,20,9,4676412,782729,79668,61940782,2,3,2,0
5223810,IDzJahvmM,18-01-2017 15:55,18,15,265125,726166,40339,43452411,5,3,2,0
3367952,IDXMpjl4a,12-01-2017 17:26,12,17,1098712,872135,6906,99510044,2,3,1,0
3520303,IDRrmLW9V,20-01-2017 13:52,20,13,5941074,549908,45620,31388981,1,2,3,0
2804672,IDklFq3oB,20-01-2017 11:33,20,11,,164405,97103,76811147,4,2,3,0
6860750,ID6KSpCPE,20-01-2017 08:15,20,8,3564191,216482,87732,555603,6,2,4,0
10908678,IDB8UkUpB,14-01-2017 11:03,14,11,8280072,940260,63392,2050923,1,3,2,0
7587246,IDJmPyYp3,14-01-2017 15:43,14,15,4653829,317120,40339,49384126,2,7,2,0
4191357,IDcSe8fNV,17-01-2017 12:50,17,12,,463007,6906,99510044,2,3,1,0
9901338,IDD0OKg3T,14-01-2017 11:26,14,11,3954756,765598,23576,1064733,1,4,2,0
504655,IDA5EAKND,14-01-2017 09:01,14,9,,6404,34670,1569330,1,2,4,0
1502562,ID21lFbIU,14-01-2017 14:23,14,14,5274208,411819,40339,77046603,2,4,3,0
8274392,IDQkXY8A5,15-01-2017 14:35,15,14,2868597,209566,41706,4000296,4,3,2,0
2232741,ID00NbDYx,20-01-2017 17:09,20,17,1639833,724613,70424,44933356,4,3,1,0
2341317,IDUls1ilc,14-01-2017 07:35,14,7,4760414,471224,64452,92640312,4,1,1,1
1561554,IDXipKWwn,11-01-2017 17:25,11,17,,10840,42227,26439163,2,6,4,0
9588164,IDL14KYlL,11-01-2017 15:50,11,15,6335739,598017,1678,91553313,6,2,4,0
5082266,IDRpGjbPK,20-01-2017 11:59,20,11,7126423,296744,14345,87876422,1,2,4,0
10113815,IDPDraQFu,13-01-2017 04:22,13,4,,212858,70191,60460584,3,4,3,1
4014256,IDDNbwd9h,16-01-2017 10:05,16,10,1943157,828288,96184,51545768,2,4,3,0
9773786,IDcVlOzKA,10-01-2017 15:21,10,15,871134,953492,44388,26391770,2,2,4,0
9994742,ID3rYVG3z,11-01-2017 17:41,11,17,,746154,6906,99510044,2,4,3,0
1509045,IDtaGVtOt,18-01-2017 08:48,18,8,8919728,209782,73248,61940782,5,2,4,0
877381,IDmFxz5IG,11-01-2017 13:29,11,13,,280757,37815,29916445,2,2,4,0
351398,IDdlDjctZ,20-01-2017 17:22,20,17,9190816,393724,40339,37135965,2,2,4,0
10463695,IDEwt5M7b,14-01-2017 14:33,14,14,1911013,719191,54916,43526789,2,2,3,0
8743074,IDkpdkAMl,20-01-2017 15:46,20,15,9991556,171478,20322,7864011,5,2,3,0
6944170,IDRZJ51T8,12-01-2017 11:02,12,11,1047050,67598,26966,74363610,1,3,3,0
10976344,IDEaDZb5a,12-01-2017 17:33,12,17,1360912,801473,40339,58321067,2,3,2,0
9043791,IDnwkBFcT,12-01-2017 13:30,12,13,,120081,53956,41475976,6,2,4,0
8138864,IDYz92Q0a,12-01-2017 14:53,12,14,7720018,764522,54916,74868704,2,1,1,0
6876852,IDcRNjQOZ,19-01-2017 17:32,19,17,4004907,54631,73248,17488931,4,3,1,0
5046275,ID2IK2ujo,14-01-2017 10:17,14,10,,659185,84974,78683718,6,2,4,0
8865279,IDLQUhJy4,19-01-2017 17:28,19,17,6222458,783156,41640,26391770,5,3,1,0
1576585,IDhGj2sNv,20-01-2017 08:58,20,8,9779987,213774,2053,91553313,2,4,1,0
607076,IDtuSPMe0,14-01-2017 14:39,14,14,,927899,34670,87807327,1,3,1,0
6570639,IDeVZR6AA,15-01-2017 08:19,15,8,,404011,6906,99510044,2,3,1,0
5989584,ID8F7YgRh,18-01-2017 09:22,18,9,5875528,338407,9764,1189152,2,3,1,0
4576566,IDvlORApr,15-01-2017 15:37,15,15,626838,802572,48498,30860214,6,3,2,0
4066623,IDmke379N,20-01-2017 17:08,20,17,6458924,692432,42227,32738053,1,4,3,0
3007122,IDXQkZNHb,17-01-2017 10:16,17,10,4944653,500820,70409,58321067,2,3,3,0
11977473,IDPhNwczd,18-01-2017 16:20,18,16,,335971,904,94350426,3,3,2,0
2679675,IDiG9mGI7,15-01-2017 12:47,15,12,8946231,479350,93286,66240359,2,2,4,0
9690511,IDQRr2P1x,13-01-2017 15:39,13,15,1719575,551890,41706,30349169,3,1,1,0
2845075,ID1JsCr9h,16-01-2017 15:27,16,15,2162315,382869,40339,43452411,2,4,2,0
5563057,ID6f2Dp5Z,18-01-2017 16:15,18,16,7564222,470665,87895,29624796,3,2,4,0
10643297,IDTlx7xOk,20-01-2017 06:46,20,6,3310241,825666,41706,4000296,1,2,4,0
2817814,ID0xDkDqD,15-01-2017 13:11,15,13,9831720,146335,2053,36082259,2,3,1,0
4048726,IDYTk3H02,15-01-2017 14:03,15,14,2845967,398357,12052,17581428,4,4,2,1
10294644,IDWGm3r2u,12-01-2017 10:57,12,10,4783989,532616,43612,26391770,1,3,2,0
4596450,IDggpJyhu,12-01-2017 16:35,12,16,8038884,848616,81229,35819606,1,2,4,0
4115994,IDIAD9Sgm,14-01-2017 14:51,14,14,7544094,180157,82877,17581428,1,3,1,0
3903202,IDxDd2g4s,13-01-2017 13:11,13,13,5656367,835339,41706,16943535,4,3,1,0
2185644,IDEOptHvD,16-01-2017 13:14,16,13,5176875,246947,54916,54526992,4,1,1,1
7571973,ID9qgz933,19-01-2017 17:25,19,17,,448567,20665,91553313,6,1,3,0
11292693,ID0M2kZS1,13-01-2017 09:55,13,9,4465510,329655,904,29916445,2,3,1,0
5144495,IDdvYVNra,13-01-2017 14:08,13,14,,441919,40339,1189152,1,3,1,0
7301525,IDB5DngZ4,17-01-2017 03:32,17,3,4430196,515814,44388,26391770,1,1,3,0
9033639,IDP2DWUGK,16-01-2017 07:11,16,7,5875528,866522,42227,43770446,1,2,3,0
9682686,ID6gDD7dD,20-01-2017 11:55,20,11,2500598,834799,42227,79055697,2,3,2,0
2249642,IDXP9Kzu4,17-01-2017 06:00,17,6,8498240,464590,81229,98166279,1,3,1,0
4835083,ID1bEbBS4,15-01-2017 06:13,15,6,9553134,54171,17714,74363610,2,3,1,0
963748,ID1ghoIsn,17-01-2017 14:27,17,14,6874285,108115,40339,71040875,1,2,4,0
7162098,ID9EzVr9L,11-01-2017 06:59,11,6,9688010,883759,26162,37236044,1,2,4,0
9908187,ID2EIqbLE,16-01-2017 15:53,16,15,9107254,616883,41640,74868704,1,3,1,0
5445983,IDEBgu7Vi,12-01-2017 18:54,12,18,4847461,527659,6906,98830533,2,2,3,0
4820413,IDrGilJRE,18-01-2017 12:32,18,12,8695635,451640,96184,22050486,2,2,4,0
10579636,ID42xPOi1,12-01-2017 12:12,12,12,,68770,43612,74868704,2,4,2,0
4272497,IDT1SOmYH,18-01-2017 11:37,18,11,274395,382997,80554,7122654,3,3,1,0
2023054,IDlpBaDZY,18-01-2017 16:42,18,16,4449900,140778,54343,4237811,1,2,4,0
3543880,IDxUXJRdM,13-01-2017 11:18,13,11,9193696,491121,95113,27723861,2,3,1,0
5820294,IDbgvACPv,13-01-2017 10:27,13,10,5454495,58330,61302,74363610,2,3,2,0
6986404,IDV3vUbrz,19-01-2017 05:53,19,5,,187869,79668,26461535,2,3,2,0
2284519,ID25zkcKO,19-01-2017 16:25,19,16,8456403,526596,84974,78683718,1,4,2,0
8406497,IDZr790Bg,17-01-2017 06:19,17,6,4897044,522722,6906,99510044,2,3,1,0
8260178,ID4S2o6OF,19-01-2017 09:57,19,9,6357529,573179,6906,99510044,1,3,2,0
3125628,IDGQqgepj,20-01-2017 16:31,20,16,5306407,186097,10345,64511164,2,3,2,0
9239630,IDXpZAIiV,12-01-2017 17:22,12,17,5417874,829521,15124,99558603,5,7,4,0
5169606,IDIbfLqNs,13-01-2017 17:41,13,17,3144472,954012,97863,3156697,2,2,4,0
8917429,IDmPFUbXQ,20-01-2017 14:35,20,14,3230867,354367,56811,23703974,2,3,1,0
9993216,IDy0YMkwq,13-01-2017 07:34,13,7,9610573,180353,17714,74363610,1,2,3,0
1579758,IDKBWFooj,11-01-2017 18:58,11,18,2287241,935927,41706,8837581,1,3,1,0
4280744,IDVB3kD4h,13-01-2017 15:30,13,15,4097220,104933,5602,58604466,3,3,1,0
2855668,ID3m2AdaX,14-01-2017 12:38,14,12,9661565,435992,93146,67274540,2,4,3,0
10035368,IDLMEi2pv,13-01-2017 10:05,13,10,138365,310127,904,20301556,2,3,1,0
8775734,IDC5t4vjs,16-01-2017 16:45,16,16,4279331,547238,3037,55358028,5,2,4,0
5192936,IDYWG3Y2v,19-01-2017 09:34,19,9,3455108,596380,42227,49384126,2,6,3,0
9217359,IDfqLqRQl,10-01-2017 15:24,10,15,5596315,3673,33287,46997962,1,2,4,0
9063119,IDfbaDCMq,10-01-2017 18:44,10,18,6023161,989706,80554,57977218,1,3,2,0
1876870,ID2NGvCoS,17-01-2017 14:20,17,14,1329329,555425,72276,44415312,2,4,2,0
6809997,IDxmILw9p,20-01-2017 10:57,20,10,3721091,577932,80554,61940782,6,2,3,0
780210,IDol2xiC6,12-01-2017 12:36,12,12,7594327,622357,67817,17687647,5,2,4,0
10124948,IDaBN8dzq,20-01-2017 12:03,20,12,7952091,860914,15912,7864011,2,3,2,0
5986940,IDWdlPcl8,12-01-2017 11:53,12,11,4393553,953353,80554,57977218,2,3,1,0
7454369,IDbVc5L77,11-01-2017 18:41,11,18,3295012,571421,50584,26391770,2,7,4,0
8564752,IDhvnkR2v,20-01-2017 08:38,20,8,5509212,584429,92902,78406516,5,2,3,0
1546047,IDLsP44j3,12-01-2017 12:50,12,12,3967459,771921,15912,7864011,2,1,1,0
4898328,ID3wQlUZI,17-01-2017 10:50,17,10,5857579,352482,27655,7864011,6,4,3,0
1884822,ID9YV31Hd,19-01-2017 11:24,19,11,8948408,660977,92704,93157824,2,2,4,0
2582977,IDRuxvUJC,13-01-2017 12:11,13,12,8769838,911213,1678,82291592,1,3,2,0
8834765,IDvo5LiIq,18-01-2017 14:32,18,14,9571659,228952,97863,71716856,6,2,4,0
3838385,IDxq34cvd,12-01-2017 13:35,12,13,6230882,21760,97863,36994522,2,3,1,0
5212706,ID53wQiGs,10-01-2017 08:12,10,8,1504590,553068,73248,49384126,2,2,4,0
3721690,IDrud9CD1,16-01-2017 09:15,16,9,1615368,483819,97863,3156697,1,3,1,0
6654353,IDgLVW46w,16-01-2017 13:01,16,13,3277829,738819,87732,78406516,2,2,4,0
11477889,ID2Mf2e2V,11-01-2017 12:20,11,12,5447349,726083,9764,50595884,2,3,2,0
4072798,IDfMB3uQK,12-01-2017 13:27,12,13,7017669,591206,97863,61392274,2,2,4,0
6373299,IDoWxby4z,14-01-2017 10:20,14,10,5751446,674996,77521,70239921,2,1,2,0
1690929,IDRQN1zzY,18-01-2017 14:27,18,14,6621695,704214,37815,95185333,4,3,3,0
5461764,IDMl3ynJw,18-01-2017 10:46,18,10,7487948,450421,80554,61940782,3,3,2,0
6343310,IDMw5sbCa,16-01-2017 11:46,16,11,,214347,12211,58163546,2,2,3,0
7882547,IDEzeD3Vp,11-01-2017 17:22,11,17,9503378,883466,40339,43452411,4,3,2,0
7302836,IDfAtY5L6,17-01-2017 01:46,17,1,1075001,350926,904,26391770,4,3,3,0
7802257,ID8RWr2K6,11-01-2017 13:11,11,13,2593897,19394,93188,63492765,5,2,4,0
2215335,IDZBC8pFq,16-01-2017 14:12,16,14,8946231,201657,73248,49384126,2,2,4,0
10109852,IDSQm2TOi,11-01-2017 10:19,11,10,3369837,416536,15912,63767331,2,2,4,0
8429430,IDHVQWZlh,14-01-2017 16:25,14,16,3673767,722488,5602,80653536,2,3,2,0
10747534,IDAnWK3oA,11-01-2017 16:25,11,16,9123127,898291,30580,62201833,1,3,1,0
1603571,IDMorF8Zg,17-01-2017 08:23,17,8,8119016,904544,56027,54630329,2,3,1,0
10912079,IDbKGHLzE,10-01-2017 10:32,10,10,7619727,348467,1678,73017084,1,2,4,0
11131826,ID7PmBe5J,18-01-2017 11:50,18,11,3423096,499517,54343,3402198,6,3,3,0
10486230,IDKieStqn,14-01-2017 13:16,14,13,6170865,370070,17714,74363610,1,1,1,0
2002273,IDkbcZPQg,14-01-2017 11:56,14,11,6777700,618595,2053,27723861,4,4,2,1
8643642,IDtxB9Oon,13-01-2017 12:03,13,12,2101092,251211,17714,74363610,1,4,2,0
1954970,IDE6u4X4d,17-01-2017 14:02,17,14,4837979,164874,6906,99510044,1,2,4,0
6852022,ID9rbfcAt,20-01-2017 17:22,20,17,9210864,507725,17714,26391770,5,3,1,0
7866298,IDZ3Jiv9B,14-01-2017 12:39,14,12,2006572,370667,43897,7122654,2,3,2,0
5037406,IDSeaKTe4,20-01-2017 14:28,20,14,,455064,41706,75166058,2,3,1,0
4680322,IDoMLRP9e,16-01-2017 14:45,16,14,9219361,211302,82877,26120440,2,6,4,0
10361684,IDGMQZue0,15-01-2017 18:11,15,18,5293908,960303,54916,30860214,1,1,3,0
6021257,ID2X6he9q,15-01-2017 14:15,15,14,,700726,8675,43770446,2,3,1,0
4372401,IDmZaIetr,12-01-2017 16:22,12,16,715933,817519,25516,57977218,5,3,2,0
6713584,IDKme1hkx,11-01-2017 17:12,11,17,6195227,144086,71514,20301556,1,2,4,0
7152815,ID8FjHRil,13-01-2017 18:26,13,18,7608269,994036,26966,2835657,4,1,1,1
7782133,IDX7DyQ0Q,17-01-2017 03:15,17,3,4392957,332388,97863,56008048,5,3,2,0
10991370,IDlArnw3p,12-01-2017 13:10,12,13,1837492,547713,95113,65017662,1,3,2,0
1205496,IDShr5y38,16-01-2017 22:41,16,22,549973,43560,64452,38179337,1,1,1,1
9612139,IDTHTRtlS,20-01-2017 04:37,20,4,6427477,761403,34670,5016754,2,2,4,0
11009895,IDa0wMPlf,18-01-2017 10:38,18,10,2937253,166025,72160,70239921,1,6,4,0
433801,IDp2OAGw9,16-01-2017 11:49,16,11,6921284,222058,48498,72089744,4,2,4,0
12112789,IDsCAgB1I,19-01-2017 17:58,19,17,,607161,5602,76683174,1,2,4,0
6151269,ID67Tb4DZ,10-01-2017 09:13,10,9,1809615,406978,904,58604466,2,3,3,0
1343845,IDihQV45C,16-01-2017 13:18,16,13,4866826,395379,6906,99510044,1,3,1,0
8163762,IDDCtXCeY,14-01-2017 12:34,14,12,1469589,886375,17714,74363610,6,2,3,0
11158196,IDnFgA1Ts,13-01-2017 11:06,13,11,4097220,566495,46450,47079934,2,3,2,0
7885190,IDCHu0qMi,12-01-2017 15:09,12,15,1833379,972736,33287,46997962,6,3,2,0
1049750,IDCXRiYzC,15-01-2017 13:30,15,13,1827329,914406,95113,65017662,1,1,1,0
7498654,IDXNLRv81,14-01-2017 13:07,14,13,,322692,21407,17488931,1,3,2,0
5291370,IDGEo9Khh,20-01-2017 13:25,20,13,5608079,801020,8467,88843407,2,2,4,0
4205718,IDpn1pQqH,20-01-2017 11:09,20,11,7476486,32183,40339,43452411,1,2,4,0
4749984,IDCFOSYHr,10-01-2017 17:46,10,17,6352394,883321,11837,43179292,1,3,1,0
5202980,IDmXRVGIB,11-01-2017 17:31,11,17,1599990,176679,42227,18243870,3,4,3,1
1606953,IDc825jP0,16-01-2017 09:23,16,9,3170770,197307,904,58604466,1,3,1,0
7789557,IDCdQU9yN,13-01-2017 15:21,13,15,1179644,845397,89522,76532649,1,2,4,0
10994574,IDB7SBqem,14-01-2017 02:40,14,2,740458,268066,45620,31388981,3,3,1,0
4333846,ID8wDDZ1e,14-01-2017 16:35,14,16,4207345,734719,37055,7864011,2,2,4,0
1098591,ID7FmsuC7,11-01-2017 11:11,11,11,1056937,317173,56811,23703974,2,2,4,0
587547,IDrCvoj6b,17-01-2017 11:49,17,11,9464296,733585,73248,83960204,5,3,1,0
5121259,IDjBkuIeX,20-01-2017 09:24,20,9,,611874,34670,74868704,1,3,1,0
4803324,ID67N9KcT,13-01-2017 10:57,13,10,7483326,731162,82129,54630329,5,3,1,0
314965,IDCpcUP9H,13-01-2017 15:00,13,15,6885650,785290,40339,37135965,1,3,2,0
10255294,IDLAijYXs,18-01-2017 08:59,18,8,,522588,82877,555603,6,3,1,0
12092726,IDvvkGfbI,18-01-2017 13:20,18,13,5513539,588873,1678,91553313,1,1,3,0
3673963,IDaP4ICFe,13-01-2017 02:17,13,2,,390382,8467,44110614,2,3,1,0
11621218,IDGzS6Wwn,12-01-2017 17:36,12,17,5270482,520310,25436,43770446,4,3,2,0
2013568,IDNuOSlRX,15-01-2017 12:14,15,12,7784319,604334,42227,49384126,2,3,3,0
575337,ID1qQh2C9,17-01-2017 14:52,17,14,7069675,662721,11837,89663643,1,6,4,0
11551302,IDLrNWrvx,10-01-2017 15:23,10,15,3835443,130006,24888,81758577,1,4,3,0
3779281,ID5FKpwC4,17-01-2017 13:42,17,13,4004907,916570,40339,30860214,2,2,4,0
11741952,IDXcKKoxE,14-01-2017 09:41,14,9,5198658,118722,26849,43179292,1,3,3,0
