,ID,datetime,Day,Time,siteid,offerid,category,merchant,countrycode,browserid,devid,click
1212255,IDRFULX5J,2017-01-16 13:46:35,16,13,9778414,755982,82877,91553313,2,3,1,0
10650414,ID2U2EPJE,2017-01-20 08:33:35,20,8,5948093,361810,97863,87807327,6,3,1,0
11396072,ID4M9Oztk,2017-01-14 16:33:09,14,16,7483326,482636,37718,47262990,5,3,1,0
3181261,IDrrEYe1X,2017-01-12 12:41:36,12,12,735846,394770,54125,2835657,2,3,3,0
788697,IDO2mXCG3,2017-01-17 12:03:53,17,12,6681343,102332,40339,13742268,2,4,2,0
3914503,IDSf4Ttaq,2017-01-11 11:35:29,11,11,5372894,373317,46450,47079934,2,3,1,0
8976834,IDl3Uz1L1,2017-01-14 11:48:44,14,11,6728394,326211,40339,7181598,3,3,2,0
11021908,ID8l4U4FU,2017-01-14 08:52:28,14,8,5842114,7029,62809,29916445,1,2,4,0
1406002,IDrxch74C,2017-01-14 15:45:45,14,15,9173819,566096,73362,67274540,5,3,3,0
2763323,IDmnu4NCo,2017-01-20 17:44:44,20,17,3602207,465313,92704,95441506,2,2,4,0
8965102,IDdsfp3zp,2017-01-16 17:58:02,16,17,2194260,642173,98552,17990842,1,2,4,0
9197987,IDwR66bLk,2017-01-20 12:39:52,20,12,2141279,52035,93188,15961717,2,3,3,0
1361048,IDicBXkrF,2017-01-11 14:19:03,11,14,2939759,852513,83091,74868704,3,4,1,0
1364030,IDZ3OQp33,2017-01-18 09:45:29,18,9,1466152,265865,73248,83960204,1,3,1,0
10551439,IDV0OoRVW,2017-01-19 13:50:31,19,13,4188869,939767,33638,555603,5,2,4,0
4129255,ID9NlWGu7,2017-01-19 07:14:58,19,7,3665704,69044,84228,74868704,4,2,4,0
5801328,IDF0ESdgZ,2017-01-12 10:31:57,12,10,6128186,912009,48498,93157824,2,1,1,0
1242534,IDLQQfcZ4,2017-01-13 17:27:13,13,17,,41151,95113,65017662,1,2,4,0
4776839,IDYMWTkpk,2017-01-18 11:30:22,18,11,4228743,760460,82877,22577334,2,4,2,0
48191,IDWegmoTH,2017-01-20 13:32:43,20,13,2803129,710416,40339,37135965,6,2,4,0
10093689,IDLMZfYzl,2017-01-16 11:37:40,16,11,4499273,455783,35368,74868704,4,7,2,0
5255923,IDVJwwZ47,2017-01-14 16:32:00,14,16,9437029,406562,40339,49384126,6,2,4,0
12065494,IDFfaKWYh,2017-01-14 09:22:31,14,9,,634093,95113,65017662,4,4,2,1
2760001,IDsvx4GTS,2017-01-10 03:56:58,10,3,9725335,489809,33638,47079934,2,3,1,0
10534805,IDrz6lrs6,2017-01-14 11:34:56,14,11,7765144,462765,86652,79474990,4,3,1,0
10220137,IDQ8uL5gK,2017-01-10 11:25:54,10,11,9987680,627434,21407,59584425,1,2,4,0
10948611,IDl1Ftjpp,2017-01-18 11:54:29,18,11,7854884,658249,97103,21153737,4,4,2,1
3325828,IDcDh7Tmf,2017-01-19 17:41:24,19,17,4803415,564229,40339,43452411,5,2,4,0
8440361,IDeokXjW5,2017-01-16 07:00:12,16,7,3867353,372575,57860,48644561,1,3,1,0
2409193,IDU5eyYbF,2017-01-18 17:05:41,18,17,264181,565131,6906,71165566,2,3,2,0
11368960,IDJpwBhUR,2017-01-11 07:08:28,11,7,,590296,83091,29916445,2,3,3,0
11976674,ID4tTNopp,2017-01-19 09:39:40,19,9,,501576,80554,7122654,2,3,1,0
93152,IDDeJhPlC,2017-01-15 18:40:10,15,18,,798041,48498,30860214,4,2,4,0
5011906,IDgJTKjlh,2017-01-15 16:42:18,15,16,1400324,126039,17714,74363610,5,3,1,0
7791151,IDHq0MMS9,2017-01-11 14:16:52,11,14,8010239,116860,10345,72161006,1,3,3,0
8927802,IDarcQW6W,2017-01-20 17:52:45,20,17,554328,772676,41706,62201833,5,3,2,0
396611,IDTvDT6GO,2017-01-14 06:11:41,14,6,98480,917158,17714,27723861,3,3,2,0
11711904,IDaXaH9o8,2017-01-11 16:35:51,11,16,7896742,486703,98552,17990842,2,2,4,0
11505660,ID5yO8vCo,2017-01-16 15:53:37,16,15,5928508,304216,40050,79906734,2,4,3,0
1620050,ID2jYH9j1,2017-01-19 10:08:05,19,10,7518928,32183,40339,43452411,2,2,3,0
4858050,IDcVExGkf,2017-01-14 14:36:29,14,14,8829172,862064,62949,77046603,6,4,1,0
9087230,IDMHnFxJ8,2017-01-11 19:41:22,11,19,4326438,545164,87895,61940782,5,3,2,0
3764484,IDL1Ej4JL,2017-01-16 13:50:11,16,13,324273,941487,80554,7122654,4,1,3,1
6406910,IDXz2uSWw,2017-01-14 19:43:08,14,19,1671129,813859,96973,85661351,3,4,2,1
4161258,IDiMfI15S,2017-01-10 14:11:36,10,14,880297,17353,46450,47079934,6,1,1,0
264539,IDUgl4BUx,2017-01-16 17:41:20,16,17,4687295,962236,37815,55421240,6,2,4,0
7024456,IDwrSdwy6,2017-01-16 13:20:25,16,13,9964121,150242,97863,3156697,2,3,1,0
2176053,ID2FTFFn3,2017-01-20 11:00:07,20,11,6236499,76532,35368,54692138,1,2,4,0
11552950,IDErS9VGV,2017-01-11 18:04:10,11,18,2827603,716306,40339,30860214,5,2,4,0
5121577,IDqpYqAYj,2017-01-12 03:55:00,12,3,7798924,109612,40339,43452411,2,3,1,0
5959700,IDlcHkm1B,2017-01-14 13:02:47,14,13,8798284,274846,14345,54692138,1,2,4,0
9870864,IDAqUtF7j,2017-01-15 06:09:35,15,6,6500057,730343,82877,38492160,2,3,2,0
5133427,IDFZ5tzeJ,2017-01-17 14:28:10,17,14,6202465,66453,64452,4783924,2,2,4,0
3763846,IDFqoCLpm,2017-01-14 11:13:23,14,11,3293504,670238,74580,20301556,6,2,4,0
11106579,IDqcMqZVG,2017-01-12 15:20:27,12,15,169481,328284,21407,80645978,6,1,2,0
11993004,IDliRYEoN,2017-01-11 16:42:33,11,16,2817379,462393,97103,9389473,1,3,2,0
2559667,ID2nJNd72,2017-01-11 18:48:35,11,18,8048904,614819,11837,37236044,1,3,1,0
10954059,IDKc2GKwG,2017-01-14 13:09:28,14,13,7371194,559493,33638,78406516,6,2,4,0
2503791,IDI9okYm9,2017-01-14 11:28:48,14,11,2793026,405934,92704,87213653,2,2,4,0
8075416,IDkzLCGS9,2017-01-18 08:36:22,18,8,5977473,102477,17714,26391770,2,3,2,0
6865300,IDMVYt5i5,2017-01-10 09:44:11,10,9,4847700,927855,1678,33417866,2,3,3,0
9631022,IDIUIBiVI,2017-01-20 10:46:09,20,10,6351501,897086,42227,49384126,1,7,1,0
1288688,IDj2dgyzx,2017-01-16 16:42:03,16,16,8236564,511404,80800,29916445,1,3,1,0
7772903,ID4U1JD5A,2017-01-13 15:34:54,13,15,1308469,433515,42227,43770446,1,2,3,0
631211,IDdcJOFfS,2017-01-18 08:53:30,18,8,,116589,8675,79906734,5,3,2,0
2161024,IDdkU9UZk,2017-01-12 09:16:07,12,9,,893108,44388,20301556,2,1,1,0
9578995,IDoq85Tu9,2017-01-17 04:09:14,17,4,4808449,320650,40339,30860214,3,3,2,0
9909183,IDbXMp9wQ,2017-01-12 14:10:17,12,14,9545287,440003,42227,1436904,2,3,2,0
10216308,ID1kOahD9,2017-01-20 14:04:17,20,14,9240668,93956,40339,7864011,1,2,4,0
2651533,IDQoDCQFV,2017-01-20 07:19:31,20,7,,971559,23576,45446370,2,3,2,0
10842168,IDIUWUasX,2017-01-14 12:05:03,14,12,5327136,297787,53956,52437512,2,3,1,0
554345,IDCJvJauD,2017-01-17 11:00:17,17,11,1897691,576839,83091,40189380,4,4,1,0
9199940,ID7yCw5Mm,2017-01-13 16:52:48,13,16,7371854,737860,54916,7864011,2,1,1,0
193816,IDmVLAb7a,2017-01-19 16:15:06,19,16,8759268,32183,40339,43452411,1,2,4,0
10730370,ID64a4t4P,2017-01-17 10:15:53,17,10,5600819,294156,48498,30860214,1,3,3,0
11454788,IDziIThKP,2017-01-15 14:54:28,15,14,889190,220785,72276,52437512,2,1,1,0
1510530,IDHoznpIh,2017-01-16 06:13:49,16,6,496247,311558,98552,16150900,1,2,4,0
8740563,IDLP1bqkt,2017-01-17 07:24:13,17,7,911958,736118,56811,29916445,6,3,2,0
5798150,IDwoYVeEi,2017-01-15 14:52:07,15,14,2194538,588186,66786,74363610,2,7,1,0
6968267,ID6LraKWX,2017-01-13 11:57:16,13,11,3347929,379737,17714,74363610,3,1,1,1
10797425,IDgxymgZp,2017-01-13 12:46:27,13,12,,273591,48498,81968512,2,5,1,0
6901330,ID4J5fkxZ,2017-01-11 19:07:34,11,19,7704277,338361,33638,20301556,1,3,1,0
6209016,IDbUnk2Vi,2017-01-17 17:31:01,17,17,2771205,527073,74263,2050923,2,3,1,0
7656043,IDOEG7szQ,2017-01-14 16:08:31,14,16,8296425,99382,26962,77896159,2,4,2,1
6731371,IDdkrXO3G,2017-01-13 17:07:18,13,17,3432730,769010,70409,47941469,2,3,2,0
10563528,IDFFSuQbu,2017-01-17 08:28:54,17,8,,918840,10345,17777318,5,1,2,0
11976806,IDSTCotAP,2017-01-20 14:45:58,20,14,9260753,297774,87895,57977218,1,3,2,0
5838933,IDb06ihwN,2017-01-14 19:53:41,14,19,783505,208099,904,74363610,2,2,4,0
11721194,IDsjBLqFE,2017-01-11 15:50:54,11,15,9940117,606828,42227,96823930,2,3,2,0
4063567,ID4ld7YlV,2017-01-14 16:20:16,14,16,1117497,791278,25491,18243870,2,2,4,0
9916029,IDlKbsJck,2017-01-19 15:27:23,19,15,3696590,999744,25516,14334527,1,4,3,0
9601261,IDnBgVQjG,2017-01-13 12:09:11,13,12,4277865,745683,48498,30860214,5,3,2,0
4894754,IDQvzZ0pU,2017-01-18 21:46:55,18,21,5421128,826136,45287,27723861,4,3,3,1
7808548,IDGA5mJAm,2017-01-14 11:25:29,14,11,8753817,215528,81229,98166279,6,3,1,0
9534740,IDG0X6Qkf,2017-01-11 14:10:30,11,14,3052767,259118,82877,38492160,1,2,4,0
10228473,IDGPlfA4K,2017-01-20 09:27:41,20,9,993769,528257,42227,49384126,4,3,1,0
6389709,IDHV03iDe,2017-01-16 12:59:50,16,12,1927807,831178,43897,7122654,2,3,1,0
1454888,IDenaBT1a,2017-01-17 11:03:14,17,11,7799748,965140,8675,43770446,2,2,4,0
5954378,IDtv6notw,2017-01-11 17:18:05,11,17,6784309,649748,17714,74363610,6,3,1,0
1968826,IDUQ4xU91,2017-01-19 10:00:09,19,10,6248159,599656,6906,99510044,2,3,2,0
3191766,IDU4BSzfk,2017-01-14 12:23:16,14,12,52947,211661,17714,74363610,2,7,4,0
512126,ID368ojsJ,2017-01-17 09:47:11,17,9,749228,585380,40050,78406516,1,3,1,0
7914395,ID0BRvHkr,2017-01-18 12:43:11,18,12,,613650,92704,95441506,6,6,4,0
7795976,ID6nBwVvF,2017-01-17 11:23:31,17,11,9851071,344831,97863,3156697,2,3,2,0
9346217,IDwMBRr40,2017-01-18 17:25:46,18,17,9136754,455943,97863,36994522,1,3,1,0
5786814,ID4ftr1Lh,2017-01-14 16:54:30,14,16,3333946,360366,99178,15961717,2,3,2,0
9512333,IDExvJnbW,2017-01-17 14:02:21,17,14,1682469,707861,82877,47079934,1,2,4,0
12059188,IDtrc0B46,2017-01-15 23:28:47,15,23,3877869,486886,6906,99510044,2,1,3,1
13816,IDbFtDuxi,2017-01-17 16:32:16,17,16,7820853,286292,84974,92640312,2,5,1,0
11025201,IDywm3bT9,2017-01-17 12:25:06,17,12,8119811,362490,3643,555603,2,3,1,0
8690554,IDMuwUSCn,2017-01-19 09:26:41,19,9,9621104,83167,97863,56008048,4,4,3,0
2817103,IDOHOlMz6,2017-01-18 22:53:18,18,22,681093,370858,6906,99510044,1,2,4,0
9739857,ID4QD4LzQ,2017-01-19 13:25:14,19,13,6332354,327748,48430,39772159,3,6,4,1
7595524,IDQXiinjj,2017-01-10 18:21:47,10,18,8354823,417600,904,58604466,2,3,1,0
8007931,IDfu1BHHE,2017-01-16 17:35:04,16,17,4212535,998498,48498,50706198,1,3,1,0
2028767,IDO3cQYzB,2017-01-13 09:57:04,13,9,2342470,717099,22023,23588197,1,2,4,0
224841,IDQ0t4WdH,2017-01-14 21:38:17,14,21,98480,642616,27113,61940782,2,7,1,0
8297023,IDd9SmHI2,2017-01-20 02:10:05,20,2,3227004,715881,12052,31388981,1,4,1,0
11160152,ID5lqsH9J,2017-01-15 13:36:02,15,13,9104165,573414,82877,67290861,5,3,2,0
11705,ID0brQuHZ,2017-01-11 06:47:03,11,6,7656473,109612,40339,43452411,2,2,3,0
6549221,IDhDwM5HD,2017-01-14 08:55:59,14,8,3564191,546664,87732,18243870,2,1,3,0
3240061,IDPXqPGc1,2017-01-12 08:01:38,12,8,9085020,672638,6747,74363610,2,4,2,0
8881110,IDELceD5i,2017-01-19 10:03:36,19,10,7040039,592468,904,94350426,5,3,3,0
6684082,IDOGkNE17,2017-01-20 11:09:37,20,11,9800939,587919,23576,16150900,1,3,1,0
8820220,IDwBGJaUK,2017-01-17 13:09:39,17,13,1592649,944153,65251,26391770,6,3,1,0
9441968,IDWWKg9zI,2017-01-14 19:31:04,14,19,98480,760862,6906,99510044,1,3,2,0
606464,IDTqAQgIk,2017-01-18 10:41:29,18,10,7119464,272554,68947,25354302,2,3,3,0
9595151,IDNFCxgQE,2017-01-17 16:32:42,17,16,3317616,460231,33033,36994522,6,2,3,0
8710432,ID874cYPk,2017-01-13 16:19:11,13,16,5363290,714730,83091,74868704,2,3,1,0
87052,IDBDJnTjM,2017-01-19 10:38:42,19,10,6058995,29568,14960,79906734,2,1,1,0
6868889,IDqZW1k4N,2017-01-12 10:47:58,12,10,7119464,764005,50088,7864011,2,3,1,0
7642194,ID9j6FnCb,2017-01-17 21:40:54,17,21,3722763,920354,56811,51330651,3,4,1,1
6416074,ID83W9nGO,2017-01-20 23:12:12,20,23,3696590,577342,54343,71193712,1,3,1,0
7674118,IDW3V4ujG,2017-01-20 12:10:47,20,12,3505290,305505,53956,67860104,2,3,1,0
10619346,IDx1g84Ss,2017-01-15 15:26:39,15,15,,218997,97863,61392274,2,3,1,0
3478691,IDVKJoGMi,2017-01-11 07:33:19,11,7,2223649,820833,904,58604466,2,3,1,0
10033500,ID8miAF5U,2017-01-14 06:13:12,14,6,9968971,206746,904,58604466,6,3,1,0
376811,IDjDTsKnU,2017-01-10 10:11:52,10,10,9815454,751229,48430,39772159,2,7,4,0
8968522,IDNYtx0H3,2017-01-17 17:52:14,17,17,6680516,754359,24888,81758577,2,3,2,0
4502078,ID1eKUhXI,2017-01-12 14:11:31,12,14,2206451,530368,11837,12817537,2,4,4,0
2724490,IDd82bjUT,2017-01-15 10:31:57,15,10,7161702,854293,14345,555603,2,3,1,0
38200,IDbAmIrjQ,2017-01-20 10:23:37,20,10,2900553,799804,45620,31388981,3,1,1,1
8651569,IDpWZiTnk,2017-01-13 16:28:33,13,16,8444685,349202,33638,555603,2,3,2,0
11488673,IDZy5zDBy,2017-01-12 15:34:58,12,15,1493502,436157,42227,48913006,5,2,3,0
7256154,ID9ke5yNY,2017-01-18 17:46:00,18,17,2645337,830552,30580,67147700,2,2,4,0
2598416,IDjUNfCm0,2017-01-11 10:59:17,11,10,2207868,384471,42227,43526789,1,2,4,0
9998742,IDG0wyOv0,2017-01-10 08:48:05,10,8,3884509,100613,11837,1436904,6,2,4,0
5149396,ID2UxZn4o,2017-01-18 16:12:37,18,16,6727305,519271,80554,9556126,1,2,4,0
538117,IDc7G9mIV,2017-01-19 12:15:19,19,12,4120354,843918,10327,74868704,6,2,3,0
1096186,IDXx0ysB7,2017-01-11 18:13:17,11,18,1505867,910164,1678,14334527,6,3,1,0
1597390,IDT9VRKBv,2017-01-13 17:42:51,13,17,3724155,973698,64452,32964456,2,2,3,0
10127260,IDMCSIpQT,2017-01-11 16:25:57,11,16,7920947,741418,40339,55358028,5,2,4,0
1405224,IDJbRI1Zj,2017-01-14 12:45:47,14,12,6966857,573167,26962,77896159,2,3,1,0
3057204,IDDedhWQj,2017-01-18 15:26:55,18,15,68606,926387,96313,7122654,1,2,4,0
6068769,IDqy53Oil,2017-01-18 04:58:43,18,4,6117682,687877,5602,78406516,2,2,4,0
7528058,IDzWdZYPq,2017-01-20 02:29:06,20,2,7860250,104637,42227,49384126,2,3,2,0
9452738,ID7kb0aMw,2017-01-17 08:35:44,17,8,4800985,522317,54916,54526992,1,3,1,0
2359704,IDPDeLd3X,2017-01-20 11:29:55,20,11,3792569,951923,25516,77046603,2,3,2,0
9229493,IDyfZFlK7,2017-01-18 11:10:14,18,11,4627842,126745,23576,7122654,2,3,3,0
11583324,IDwB4E2HG,2017-01-20 16:29:45,20,16,228624,286500,89522,27578501,2,2,4,0
11560978,IDprt1cRE,2017-01-10 13:52:43,10,13,8800336,122642,42227,32738053,2,3,2,0
10494412,ID2xDwcqj,2017-01-17 11:02:16,17,11,5620827,346851,23576,17990842,4,3,1,0
7468335,IDjLLGfQR,2017-01-16 15:50:35,16,15,,589767,26962,77896159,1,2,3,0
5669307,IDP7TaowT,2017-01-13 17:10:05,13,17,9469286,989269,33638,555603,1,3,1,0
6254415,ID8tL9bm1,2017-01-17 17:50:44,17,17,4137329,773812,2053,27723861,6,4,2,0
11591565,IDZfYHNAA,2017-01-11 14:42:55,11,14,1006285,842835,40339,50706198,5,1,3,0
2737545,IDYFZNrIQ,2017-01-11 10:50:41,11,10,3996003,91680,80692,20301556,2,3,2,0
5809438,ID9Oo4WLb,2017-01-17 12:40:32,17,12,1593311,903269,30580,67147700,5,2,4,0
1771024,IDAERtv5P,2017-01-16 15:00:34,16,15,,247577,6906,99510044,2,6,4,0
1413920,IDlkWqq5Q,2017-01-14 10:43:56,14,10,1423667,412685,26966,61857025,2,3,3,0
4506896,IDa56gSpl,2017-01-16 17:19:02,16,17,4394092,771559,66786,17990842,1,3,1,0
3082168,IDtBr107L,2017-01-19 08:15:21,19,8,,833796,30580,67147700,6,2,4,0
6164341,IDLXdniCK,2017-01-11 17:29:03,11,17,8552305,234211,10345,33683592,2,3,1,0
5144853,IDEgd9Z5G,2017-01-11 19:09:41,11,19,7489799,694272,40339,37135965,2,4,2,0
6093407,ID4y4eIti,2017-01-14 12:59:23,14,12,4322854,434005,23576,45446370,3,7,2,0
9020207,IDMVta0DV,2017-01-16 19:38:10,16,19,,142480,17714,54794527,2,7,1,0
3289067,IDXaxpgII,2017-01-14 14:44:30,14,14,2134826,401085,34670,49554217,6,7,4,0
8888066,IDooN88hZ,2017-01-15 07:50:48,15,7,60369,378558,72276,67860104,2,7,1,0
1507321,IDYHJijO7,2017-01-17 09:40:22,17,9,4501247,864474,54125,2835657,3,2,4,0
3083949,IDkV8rOBE,2017-01-18 09:26:59,18,9,1466152,409288,73248,57977218,1,2,4,0
9180096,IDa70wctU,2017-01-20 09:58:13,20,9,2029649,865944,45620,31388981,2,2,4,0
2963849,IDnoWCPUP,2017-01-12 15:23:43,12,15,5719626,435937,54343,3402198,5,7,1,0
8503135,IDZD6dgJH,2017-01-14 10:42:12,14,10,1421302,962276,42227,49384126,5,2,4,0
2731406,IDSK4kZmh,2017-01-17 12:56:09,17,12,1301047,274243,74263,27723861,2,3,3,0
545523,IDHpRUvd5,2017-01-14 09:58:12,14,9,4432342,148313,93286,90093962,5,3,1,0
6059703,IDkrYfpPW,2017-01-13 17:52:54,13,17,5968006,205680,1678,260443,2,3,1,0
247617,IDiM2YNtA,2017-01-14 11:03:36,14,11,4154999,529944,6906,99510044,5,4,2,0
2061276,ID0CG13Wy,2017-01-11 07:22:28,11,7,3427780,108382,82877,38492160,3,3,1,0
3360538,ID80Y38LH,2017-01-12 11:16:45,12,11,1231657,114942,64452,92640312,2,3,1,0
651177,IDS07Lx6Y,2017-01-14 11:53:37,14,11,4800985,22916,34670,6171136,5,3,1,0
2226918,ID1Zrtsj2,2017-01-13 11:27:49,13,11,8632391,942787,33287,9434818,2,3,1,0
3742084,ID0ZotGl0,2017-01-19 17:45:47,19,17,451422,962953,10345,26461535,2,3,2,0
3228245,IDcAx4tdD,2017-01-12 16:21:46,12,16,2717829,906892,35368,54692138,1,2,4,0
2086848,IDgB08qqk,2017-01-13 07:32:53,13,7,5268407,480387,10345,42296429,1,7,1,0
11593632,IDLNGlk4D,2017-01-14 06:24:58,14,6,7594441,475685,6906,99510044,2,3,3,0
259473,IDxcbcXde,2017-01-13 09:20:18,13,9,7594699,543692,41706,4000296,5,4,1,0
8674613,ID5mEGuzX,2017-01-12 10:50:09,12,10,3630230,637872,26962,7122654,1,4,2,1
5974065,IDNgvZ5cr,2017-01-18 04:40:00,18,4,7309969,568747,20322,54526992,2,3,1,0
6195580,IDeWg2jOg,2017-01-16 07:21:41,16,7,5724633,153258,63392,99684291,6,1,1,1
3876012,IDXa6i94x,2017-01-15 10:53:34,15,10,2642481,534621,82877,33832190,1,2,4,0
589032,IDGghQ2lO,2017-01-11 18:07:45,11,18,8450336,874911,80554,44933356,2,2,4,0
3866153,IDsmB6ECD,2017-01-11 18:28:54,11,18,,363254,12211,79474990,2,2,4,0
5049011,IDusDAZoR,2017-01-13 13:06:23,13,13,4548987,789814,904,20301556,4,4,1,1
542730,IDXVCUey9,2017-01-19 10:41:05,19,10,2817379,628773,21380,76532649,1,3,1,0
401567,IDHRSDe2K,2017-01-14 09:29:11,14,9,2793045,457446,83091,20301556,5,3,2,0
8966360,IDUnRS0oc,2017-01-19 11:40:33,19,11,1097026,652245,904,26391770,6,3,1,0
11762173,ID6TRMgoP,2017-01-19 10:31:04,19,10,7449153,301090,92704,64322853,2,2,4,0
635053,IDCRAr8lf,2017-01-13 15:49:05,13,15,7277330,72843,24658,77046603,1,3,1,0
12134300,IDRznCMwQ,2017-01-13 10:23:24,13,10,9948734,207332,42227,79055697,5,2,4,0
2476751,IDk1Axjiu,2017-01-11 12:38:18,11,12,7801762,735311,42227,50706198,2,2,4,0
595366,IDOQCt7rQ,2017-01-18 13:56:27,18,13,7790864,987147,42227,68646414,2,3,1,0
5210751,IDt29D9l2,2017-01-16 13:08:53,16,13,3039169,695338,26962,77896159,2,2,4,0
2440018,IDAuPnD3h,2017-01-10 17:06:20,10,17,3011623,365167,6906,99510044,5,3,1,0
3061188,IDNb6ZN0M,2017-01-13 17:14:09,13,17,2907143,149054,11837,49384126,2,4,1,0
7248522,IDnNyl1T4,2017-01-16 10:52:10,16,10,964005,14745,80554,61940782,1,2,4,0
4766262,ID9Ofw6kj,2017-01-19 08:36:04,19,8,9053209,272966,54916,12817537,1,3,1,0
1102881,IDSdlm4dO,2017-01-10 12:20:44,10,12,52277,711884,81229,98166279,2,2,4,0
7523677,IDg4D6cgA,2017-01-18 15:25:05,18,15,3843500,541028,72276,52437512,1,3,3,0
6059290,ID5J2pQIX,2017-01-13 17:31:25,13,17,2712326,911833,904,20301556,6,1,2,0
3995647,IDEeGwlTj,2017-01-10 17:53:04,10,17,,490824,48498,55358028,1,3,2,0
11964263,IDUIvECpW,2017-01-17 14:14:45,17,14,9043037,46637,33033,36994522,1,3,1,0
11750209,IDQEE5UKd,2017-01-18 15:32:33,18,15,457161,727528,73248,43770446,2,3,2,0
8086173,IDS9G70wY,2017-01-17 11:02:17,17,11,7940024,175221,33638,79906734,1,3,1,0
11028104,IDbnL5tDE,2017-01-16 03:32:27,16,3,1455668,572103,98552,17990842,2,3,1,0
6512558,IDVrXc8rB,2017-01-16 12:05:24,16,12,6772617,969845,80554,29916445,2,2,4,0
11489358,ID96wPa6I,2017-01-18 05:43:03,18,5,3665704,145842,12211,58163546,2,7,4,0
11844371,IDxbuKlak,2017-01-12 10:21:59,12,10,1011749,192966,93286,12964926,2,4,3,0
3638741,ID8sNRCLs,2017-01-18 15:56:44,18,15,5917654,134713,54125,74868704,1,3,2,0
10946817,IDet43myn,2017-01-17 09:33:42,17,9,,96716,30580,67147700,6,3,2,0
372419,IDbcCwn0X,2017-01-15 15:15:47,15,15,5652640,906470,82396,9556126,2,3,1,0
11596294,IDwf229gU,2017-01-16 11:45:16,16,11,9470397,700683,10345,26461535,1,3,3,0
731517,IDb6T2seJ,2017-01-14 16:13:46,14,16,2470421,605940,42227,43770446,2,7,1,0
3987334,IDaac4vcA,2017-01-18 09:21:45,18,9,6068550,53735,97863,96206255,6,4,4,0
6129967,ID1pZe3MT,2017-01-11 18:35:05,11,18,2235248,203028,6906,99510044,1,3,2,0
1439816,IDi57LZPq,2017-01-14 12:59:04,14,12,7558123,128407,45620,31388981,5,2,4,0
4667080,IDSh6OYeC,2017-01-10 16:51:21,10,16,4481679,591206,97863,61392274,4,7,2,0
8048927,IDbwTFlNZ,2017-01-12 09:14:23,12,9,952244,717236,33287,43179292,1,4,2,1
11243500,IDOoeMsTf,2017-01-11 14:13:26,11,14,5405998,550575,40339,43452411,2,1,1,0
242416,IDMpw1ZkD,2017-01-15 15:33:03,15,15,2020226,418981,68947,76532649,4,4,2,0
10510167,IDvXKW3F6,2017-01-11 10:10:51,11,10,9737763,989994,25491,74868704,2,3,3,0
11271461,IDdVG2nzC,2017-01-13 17:50:08,13,17,4359132,12223,40339,13742268,2,3,3,0
3713466,IDdAMDpWQ,2017-01-19 09:45:16,19,9,6358864,564229,40339,43452411,2,7,3,0
657891,IDkOAKCcw,2017-01-20 08:41:47,20,8,2573866,223309,904,26391770,2,7,2,0
745584,IDkflGFuZ,2017-01-11 12:12:04,11,12,9728661,382869,40339,43452411,6,3,1,0
861342,IDXwm5AcX,2017-01-10 11:46:56,10,11,6032002,440317,30580,67147700,2,2,4,0
10605515,IDwLESCV1,2017-01-13 10:00:22,13,10,4432865,344132,41706,16943535,3,3,2,0
2239951,IDzFrbwZB,2017-01-19 03:16:53,19,3,5763323,79843,40339,13742268,1,4,4,0
6972925,IDV0Kavgs,2017-01-17 06:57:28,17,6,1169350,382869,40339,43452411,2,7,2,0
6971204,ID1PcLaNz,2017-01-17 17:40:10,17,17,7015209,49359,41706,4000296,1,2,4,0
11692018,IDFKlIoKu,2017-01-16 15:01:41,16,15,8654958,957642,42227,49384126,2,1,2,0
2620484,ID9EZXbXw,2017-01-11 08:56:58,11,8,1402398,826897,33949,83960204,1,4,2,1
214838,ID0rg4OG7,2017-01-14 19:59:10,14,19,4228777,709928,6906,71165566,3,1,1,1
3757434,IDCPKug9o,2017-01-13 14:37:37,13,14,870821,881209,17714,74363610,2,3,2,0
8662338,IDKcNqoPT,2017-01-19 13:10:05,19,13,9379758,148524,87895,7122654,3,1,1,0
3394021,ID8yJLZrA,2017-01-15 12:42:41,15,12,3556432,508473,15912,7864011,2,2,4,0
608415,IDZ5B0xUZ,2017-01-19 09:33:44,19,9,9781692,595472,25491,15961717,5,2,4,0
6589695,IDYRtklLh,2017-01-12 18:56:04,12,18,,836495,11837,43770446,2,3,1,0
5111109,IDaDpQJyb,2017-01-19 09:58:49,19,9,,547384,5602,43328787,6,2,4,0
8535650,IDlSGYEXJ,2017-01-11 12:54:26,11,12,4855561,328284,21407,80645978,3,4,3,1
2081962,IDRuDILbr,2017-01-14 16:12:06,14,16,9850328,310530,36768,67290861,1,3,2,0
2640404,IDSmMRBf5,2017-01-18 09:04:04,18,9,4695950,140554,41706,4000296,1,3,1,0
9931940,IDOP8T5qg,2017-01-19 09:20:09,19,9,4371242,704995,9764,8837581,3,2,4,0
6919044,IDZS41cDw,2017-01-15 15:56:23,15,15,8569017,255859,55686,15961717,4,6,4,0
11521369,IDHJ2Gdgv,2017-01-16 14:09:47,16,14,5604912,130864,33949,48644561,1,3,1,0
3219050,IDXDYuMnm,2017-01-14 12:45:46,14,12,7161673,253634,46450,47079934,2,3,3,0
9578057,IDrHHlYD7,2017-01-18 11:17:01,18,11,1529056,183294,904,26391770,2,4,1,0
